prolificID,expName,intercept_ss,slope_ss,intercept_ff,slope_ff
610a1655e385fd7341e12778,FullPilot12,350.9053275292873,0.24552332847527486,-1644.86963136102,0.3284917699162348
66f6c4195f17d26ce8c8018d,FullPilot12,889.0322492894753,0.25784440988031687,-5980.91208933649,0.37440874675238567
667ad18688c9319e6559bdc4,FullPilot12,914.171145385242,0.26836430239851733,-2292.1527426936227,0.33669022310256325
669ede47eb98d478aff45414,FullPilot12,989.828171789099,0.11685335359494524,365.1700682032264,0.7019887212742848
60d7922fc3809c404939251c,FullPilot12,808.7298744506895,0.28726670011484595,192.37656214209986,0.2808552359728328
5d5b67ab9ad5a300181398dc,FullPilot12,-2253.235989057296,0.35414536326558327,758.7324602290051,0.3687251827010865
66f7102d3196ce5e60b2c1bd,FullPilot12,208.76299517351657,0.2894386326210215,-1737.9265905343561,0.3323288861656267
66eeda2bc7d6e9b92b4a81c0,FullPilot12,876.779744706631,0.2792226195381587,-676.8937435624039,0.3044044375606744
6167175ed1680ecefc063aed,FullPilot12,-1473.0292998468174,0.33539476565504317,-510.2022068577335,0.29587238752227735
66bb5ad727c62d0960db333c,FullPilot12,-1593.8646026881029,0.3420941441805325,-769.6610513681298,0.30715575103218923
657b6239aa8091bfa2b24ae0,FullPilot12,648.5115802597197,0.27116907688618086,-3683.4644988136274,0.3558857085954421
66b104dedef80475efe58141,FullPilot12,-8123.049564030737,0.390314881063991,-2136.392241974565,0.3404359082788507
60da2baf34bde948982f84db,FullPilot12,-1.4769000834482489,0.29674284268717366,-479.63170604059815,0.3092337844944836
663a623d4ea504f754d08b02,FullPilot12,-611.0239374924557,0.31329473781633443,-4923.743297671097,0.36638557929591825
5ac560359534ba0001c74715,FullPilot12,1394.8069499149115,0.26181674411786277,1151.8441423246331,1.026002300282522
663eea8e72f4269ddd149eba,FullPilot12,1254.2440888290487,0.2920400211854147,-3957.863541238376,0.3632193674903087
5d44afdcad6d110019b0a960,FullPilot12,976.878190160684,0.25524621496380234,-2883.5987247475477,0.3483751355810311
66acee53fddf185342f15a88,FullPilot12,-1394.9484628308567,0.3429095375915328,262.53300555993144,0.233162587099379
660c9c26e4220931438f3d30,FullPilot12,384.8835177388632,0.28281649555379557,657.8952635351685,0.9109426754698553
669f45c902420af78b04a9b1,FullPilot12,549.0777420749428,0.2879998755722656,-477.3521298809871,0.29331411597204426
58c42d725866f200017c5deb,FullPilot12,-7618.488531116213,0.3862865642451108,-1039.7886924904365,0.3095221689730182
65e0ef2a74037d1530a40cca,FullPilot12,1177.1391148616876,0.1741809460844349,-2054.5736095865454,0.33496278808931335
6646731363eb9f583aa62e05,FullPilot12,136.64409315223793,0.3029914885830232,306.1575333407653,0.2547339747460385
664a7e1665f30b00d2685ba3,FullPilot12,-6929.597914179191,0.3873759915446575,-719.2852984352373,0.31598747849340525
66463a2c0a36377060b1910c,FullPilot12,434.5304958182268,0.27335782651420976,-1085.9067177283728,0.30862425761614476
6087ee3e8df094dc6dd69e8e,FullPilot12,-2019.367674437096,0.3390794223262615,-214.131481938932,0.2764997290004519
5a580fb6eedc320001426cd7,FullPilot12,308.9834407834139,0.26720827925708784,-2474.2742270005156,0.340459514803325
66f09b3690fe3df51613a689,FullPilot12,-890.4411841313746,0.32212703402515436,42.76865661594361,0.21383284361376967
5d012b5ffade220017b10010,FullPilot12,-1634.9842080744306,0.3363728690923914,-82.76021846760834,0.2480381474941074
61363ce02e6022a741d63a6e,FullPilot12,1141.0194043679724,0.2578153162164001,562.512327352384,0.28305132641365155
632fc453431e3369da22be81,FullPilot12,795.529748987257,0.2524891344853248,94.96989402094627,0.29443682858497483
5d773df22fa4bf001a045aa9,FullPilot12,875.3419268136971,0.28130882520641953,847.5657774767789,0.3478491862339395
5a9416ba6475f900019fa690,FullPilot12,748.8159275891722,0.12247039927848619,-18894.153461085396,0.4206669629679463
669628f0762cf2bfc381c161,FullPilot12,665.0768788401522,0.25737242750901235,-526.6500354180986,0.2911118001039215
66d9b86591a5610c3492d5d9,FullPilot12,1248.3055799084427,0.2656218033872483,-2277.046614137808,0.3390031745174036
5484d361fdf99b0379939d5b,FullPilot12,386.9857674459598,0.28815679350618406,-1294.9570884348423,0.31815847932903285
66fc60b6f59bcb7d6dba7d4f,FullPilot12,-2955.277757378163,0.3510669636159644,384.60847294432875,0.26058357530218373
5d9cb58ee8783f0019c8bd06,FullPilot12,-940.1800253664702,0.329079264552081,-2224.6685433800017,0.3428777715698953
6150fb8383f88eae3e5c795a,FullPilot12,964.8738195244656,0.2753472830073819,-1670.3523128389943,0.3343916368529434
62865e3456c142785cfad2a7,FullPilot12,1517.218409313889,0.2695097274525769,755.7749058037814,0.2751949422983681
66eefcfef4a122e447c654d1,FullPilot12,1633.7490841115716,0.28454075854898303,-2675.5182814148097,0.3468893457460682
66cbc2627559d53c0e3e4ac4,FullPilot12,870.7356537826864,0.38354075114016883,280.6312513979887,0.25509370388644637
668180f26a3b162091510589,FullPilot12,-52.14387250722726,0.3087751478598646,-5922.655274188436,0.3729397560041804
5ee738a018d5a84caa7e0f2a,FullPilot12,408.73663749959906,0.2428044566928273,-578.8486919252424,0.2892654676582642
66ffb576e0cde42ca9ea7fa7,FullPilot12,-3691.5713935207755,0.36130728546086915,-68.4414951344982,0.28120035401110594
663784abc88d62265def75ea,FullPilot12,361.0219252500173,0.25383885263485456,616.4671729843301,0.21014783328546496
5da4152a3ab39a0011295a3e,FullPilot12,-309.4652669839969,0.32785257420664066,-364.35185291773035,0.3154501448674968
66182d2b06cbee83d298b517,FullPilot12,393.72030799239303,0.31059170528527474,-1346.0414276190072,0.33286350544393123
66c7f746e43985cfcb2c99e6,FullPilot12,1463.4789513418466,0.23419805055272896,1963.3439937880928,-0.0005236995162122637
66ee262c64a810b7ec1371e9,FullPilot12,599.0269016745782,0.29402680280935417,-1478.6771681405548,0.3342825190293738
66e74251d30f3f96be79e2f0,FullPilot12,-124.466293146718,0.3007602795152334,-2489.9742082327134,0.3471765205623387
