"prolificID","expName","session","t","pair","choice","outcome1","outcome2","choseLeft","op1IsLeft","moveTime","fireTime","leftCount","rightCount","ev1","ev2","p1","p2","m1","m2","name1","name2","destroyed","score","datetime"
"597fe89a1b41a20001749f57",,"3","8","2","2","5","5","0","1","582","818","0","1","1","2","0.22","0.37","0","0",,,"1","30","2024-03-06 13:51:22"
"597fe89a1b41a20001749f57",,"3","9","4","2","5","5","0","1","481","767","0","1","3","4","0.55","0.78","0","0",,,"1","35","2024-03-06 13:51:24"
"6519c8ed2ac89f36ddeea7e2",,"1","38","7","1","5","5","1","1","16","832","2","0","3","4","0.55","0.88","0","0",,,"1","90","2024-03-06 13:51:25"
"597fe89a1b41a20001749f57",,"3","10","3","2","5","5","1","0","599","850","1","0","3","4","0.63","0.78","0","0",,,"0","35","2024-03-06 13:51:27"
"6519c8ed2ac89f36ddeea7e2",,"1","39","10","2","5","5","1","0","16","1131","2","0","1","3","0.16","0.63","0","0",,,"1","95","2024-03-06 13:51:28"
"597fe89a1b41a20001749f57",,"3","11","14","2","5","5","1","0","501","751","1","0","1","4","0.16","0.84","0","0",,,"1","40","2024-03-06 13:51:30"
"6519c8ed2ac89f36ddeea7e2",,"1","40","8","1","5","5","1","1","565","1182","1","0","1","2","0.12","0.45","0","0",,,"0","95","2024-03-06 13:51:32"
"597fe89a1b41a20001749f57",,"3","12","1","1","5","5","0","0","648","765","0","1","4","4","0.71","0.84","0","0",,,"1","45","2024-03-06 13:51:32"
"597fe89a1b41a20001749f57",,"3","13","13","2","5","5","0","1","582","766","0","1","1","4","0.29","0.88","0","0",,,"1","50","2024-03-06 13:51:35"
"6519c8ed2ac89f36ddeea7e2",,"1","41","15","2","5","5","0","1","32","1466","2","1","1","4","0.12","0.88","0","0",,,"1","100","2024-03-06 13:51:36"
"597fe89a1b41a20001749f57",,"3","14","14","2","5","5","1","0","532","733","1","0","1","4","0.16","0.84","0","0",,,"0","50","2024-03-06 13:51:37"
"6519c8ed2ac89f36ddeea7e2",,"1","42","11","2","5","5","1","0","650","1249","1","0","2","4","0.37","0.84","0","0",,,"1","105","2024-03-06 13:51:40"
"597fe89a1b41a20001749f57",,"3","15","13","2","5","5","0","1","434","634","0","1","1","4","0.29","0.88","0","0",,,"1","55","2024-03-06 13:51:40"
"597fe89a1b41a20001749f57",,"3","16","12","2","5","5","1","0","583","801","1","0","1","4","0.12","0.71","0","0",,,"0","55","2024-03-06 13:51:42"
"6519c8ed2ac89f36ddeea7e2",,"1","43","10","2","5","5","1","0","1048","1715","1","0","1","3","0.16","0.63","0","0",,,"1","110","2024-03-06 13:51:44"
"597fe89a1b41a20001749f57",,"3","17","8","2","5","5","0","1","532","800","0","1","1","2","0.12","0.45","0","0",,,"1","60","2024-03-06 13:51:45"
"6519c8ed2ac89f36ddeea7e2",,"1","44","1","2","5","5","1","0","999","1566","1","0","4","4","0.71","0.84","0","0",,,"1","115","2024-03-06 13:51:48"
"597fe89a1b41a20001749f57",,"3","18","11","2","5","5","1","0","450","766","1","0","2","4","0.37","0.84","0","0",,,"0","60","2024-03-06 13:51:48"
"597fe89a1b41a20001749f57",,"3","19","13","2","5","5","0","1","789","1198","0","1","1","4","0.29","0.88","0","0",,,"1","65","2024-03-06 13:51:51"
"597fe89a1b41a20001749f57",,"3","20","12","2","5","5","1","0","482","832","1","0","1","4","0.12","0.71","0","0",,,"1","70","2024-03-06 13:51:53"
"6519c8ed2ac89f36ddeea7e2",,"1","45","4","0","5","5","0","1","499","0","1","1","3","4","0.55","0.78","0","0",,,"0","115","2024-03-06 13:51:55"
"597fe89a1b41a20001749f57",,"3","21","10","2","5","5","0","1","549","833","0","1","1","3","0.16","0.63","0","0",,,"1","75","2024-03-06 13:51:56"
"597fe89a1b41a20001749f57",,"3","22","1","1","5","5","0","0","500","766","0","1","4","4","0.71","0.84","0","0",,,"0","75","2024-03-06 13:51:59"
"6519c8ed2ac89f36ddeea7e2",,"1","46","13","2","5","5","1","0","149","2482","2","2","1","4","0.29","0.88","0","0",,,"1","120","2024-03-06 13:52:00"
"597fe89a1b41a20001749f57",,"3","23","11","2","5","5","1","0","582","883","1","0","2","4","0.37","0.84","0","0",,,"1","80","2024-03-06 13:52:01"
"597fe89a1b41a20001749f57",,"3","24","5","2","5","5","1","0","583","833","1","0","1","2","0.22","0.45","0","0",,,"0","80","2024-03-06 13:52:04"
"6519c8ed2ac89f36ddeea7e2",,"1","47","9","2","5","5","0","1","749","1849","0","1","1","4","0.29","0.71","0","0",,,"1","125","2024-03-06 13:52:04"
"597fe89a1b41a20001749f57",,"3","25","1","2","5","5","1","0","733","983","1","0","4","4","0.71","0.84","0","0",,,"1","85","2024-03-06 13:52:07"
"6519c8ed2ac89f36ddeea7e2",,"1","48","2","2","5","5","1","0","648","1499","1","0","1","2","0.22","0.37","0","0",,,"0","125","2024-03-06 13:52:08"
"597fe89a1b41a20001749f57",,"3","26","6","2","5","5","1","0","550","817","1","0","2","3","0.37","0.63","0","0",,,"1","90","2024-03-06 13:52:10"
"597fe89a1b41a20001749f57",,"3","27","12","2","5","5","1","0","566","917","1","0","1","4","0.12","0.71","0","0",,,"1","95","2024-03-06 13:52:12"
"6519c8ed2ac89f36ddeea7e2",,"1","49","3","2","5","5","1","0","898","2064","1","1","3","4","0.63","0.78","0","0",,,"1","130","2024-03-06 13:52:12"
"597fe89a1b41a20001749f57",,"3","28","0","2","5","5","1","0","599","883","1","0","1","1","0.16","0.29","0","0",,,"0","95","2024-03-06 13:52:15"
"6519c8ed2ac89f36ddeea7e2",,"1","50","15","2","5","5","1","0","1049","1665","1","0","1","4","0.12","0.88","0","0",,,"1","135","2024-03-06 13:52:16"
"597fe89a1b41a20001749f57",,"3","29","0","2","5","5","0","1","749","1049","0","1","1","1","0.16","0.29","0","0",,,"0","95","2024-03-06 13:52:18"
"597fe89a1b41a20001749f57",,"3","30","11","2","5","5","1","0","533","733","1","0","2","4","0.37","0.84","0","0",,,"1","100","2024-03-06 13:52:21"
"597fe89a1b41a20001749f57",,"3","31","7","2","5","5","0","1","492","725","0","1","3","4","0.55","0.88","0","0",,,"1","105","2024-03-06 13:52:23"
"6519c8ed2ac89f36ddeea7e2",,"1","51","6","0","5","5","0","1","2465","0","0","1","2","3","0.37","0.63","0","0",,,"0","135","2024-03-06 13:52:24"
"597fe89a1b41a20001749f57",,"3","32","0","2","5","5","0","1","1449","1666","0","1","1","1","0.16","0.29","0","0",,,"0","105","2024-03-06 13:52:26"
"6519c8ed2ac89f36ddeea7e2",,"1","52","5","2","5","5","0","1","149","832","0","1","1","2","0.22","0.45","0","0",,,"1","140","2024-03-06 13:52:27"
"597fe89a1b41a20001749f57",,"3","33","13","2","5","5","1","0","482","733","1","0","1","4","0.29","0.88","0","0",,,"1","110","2024-03-06 13:52:29"
"6519c8ed2ac89f36ddeea7e2",,"1","53","2","2","5","5","0","1","16","1166","0","2","1","2","0.22","0.37","0","0",,,"1","145","2024-03-06 13:52:31"
"597fe89a1b41a20001749f57",,"3","34","2","2","5","5","0","1","566","834","0","1","1","2","0.22","0.37","0","0",,,"0","110","2024-03-06 13:52:32"
"597fe89a1b41a20001749f57",,"3","35","9","2","5","5","1","0","483","716","1","0","1","4","0.29","0.71","0","0",,,"1","115","2024-03-06 13:52:34"
"6519c8ed2ac89f36ddeea7e2",,"1","54","11","1","5","5","1","1","15","1748","1","2","2","4","0.37","0.84","0","0",,,"0","145","2024-03-06 13:52:36"
"597fe89a1b41a20001749f57",,"3","36","15","2","5","5","1","0","533","767","1","0","1","4","0.12","0.88","0","0",,,"1","120","2024-03-06 13:52:37"
"6519c8ed2ac89f36ddeea7e2",,"1","55","0","2","5","5","0","1","199","932","0","1","1","1","0.16","0.29","0","0",,,"1","150","2024-03-06 13:52:39"
"597fe89a1b41a20001749f57",,"3","37","15","2","5","5","1","0","499","751","1","0","1","4","0.12","0.88","0","0",,,"0","120","2024-03-06 13:52:39"
"597fe89a1b41a20001749f57",,"3","38","5","2","5","5","1","0","734","967","1","0","1","2","0.22","0.45","0","0",,,"1","125","2024-03-06 13:52:42"
"6519c8ed2ac89f36ddeea7e2",,"1","56","3","2","5","5","0","1","16","1232","0","2","3","4","0.63","0.78","0","0",,,"1","155","2024-03-06 13:52:43"
"597fe89a1b41a20001749f57",,"3","39","8","2","5","5","1","0","583","833","1","0","1","2","0.12","0.45","0","0",,,"1","130","2024-03-06 13:52:45"
"6519c8ed2ac89f36ddeea7e2",,"1","57","6","1","5","5","0","0","16","1066","0","2","2","3","0.37","0.63","0","0",,,"1","160","2024-03-06 13:52:46"
"597fe89a1b41a20001749f57",,"3","40","5","2","5","5","1","0","615","817","1","0","1","2","0.22","0.45","0","0",,,"0","130","2024-03-06 13:52:47"
"6519c8ed2ac89f36ddeea7e2",,"1","58","2","2","5","5","0","1","815","1165","0","1","1","2","0.22","0.37","0","0",,,"1","165","2024-03-06 13:52:50"
"597fe89a1b41a20001749f57",,"3","41","5","2","5","5","0","1","549","750","0","1","1","2","0.22","0.45","0","0",,,"1","135","2024-03-06 13:52:50"
"597fe89a1b41a20001749f57",,"3","42","1","2","5","5","0","1","565","1199","1","1","4","4","0.71","0.84","0","0",,,"1","140","2024-03-06 13:52:53"
"6519c8ed2ac89f36ddeea7e2",,"1","59","13","2","5","5","0","1","16","1017","0","2","1","4","0.29","0.88","0","0",,,"1","170","2024-03-06 13:52:53"
"597fe89a1b41a20001749f57",,"3","43","6","2","5","5","1","0","549","717","1","0","2","3","0.37","0.63","0","0",,,"1","145","2024-03-06 13:52:56"
"6519c8ed2ac89f36ddeea7e2",,"1","60","6","1","5","5","0","0","16","916","0","2","2","3","0.37","0.63","0","0",,,"1","175","2024-03-06 13:52:57"
"597fe89a1b41a20001749f57",,"3","44","2","2","5","5","0","1","616","816","0","1","1","2","0.22","0.37","0","0",,,"0","145","2024-03-06 13:52:58"
"6519c8ed2ac89f36ddeea7e2",,"1","61","14","1","5","5","0","0","16","1066","0","2","1","4","0.16","0.84","0","0",,,"0","175","2024-03-06 13:53:00"
"597fe89a1b41a20001749f57",,"3","45","10","2","5","5","0","1","482","665","0","1","1","3","0.16","0.63","0","0",,,"0","145","2024-03-06 13:53:01"
"597fe89a1b41a20001749f57",,"3","46","6","2","5","5","1","0","649","850","1","0","2","3","0.37","0.63","0","0",,,"1","150","2024-03-06 13:53:04"
"6519c8ed2ac89f36ddeea7e2",,"1","62","7","1","5","5","1","1","366","1083","1","0","3","4","0.55","0.88","0","0",,,"0","175","2024-03-06 13:53:04"
"597fe89a1b41a20001749f57",,"3","47","7","2","5","5","1","0","649","801","1","0","3","4","0.55","0.88","0","0",,,"1","155","2024-03-06 13:53:06"
"597fe89a1b41a20001749f57",,"3","48","3","2","5","5","0","1","500","700","0","1","3","4","0.63","0.78","0","0",,,"1","160","2024-03-06 13:53:09"
"597fe89a1b41a20001749f57",,"3","49","3","2","5","5","0","1","482","700","0","1","3","4","0.63","0.78","0","0",,,"1","165","2024-03-06 13:53:11"
"6519c8ed2ac89f36ddeea7e2",,"1","63","10","0","5","5","0","0","3081","0","0","1","1","3","0.16","0.63","0","0",,,"0","175","2024-03-06 13:53:12"
"597fe89a1b41a20001749f57",,"3","50","10","2","5","5","1","0","566","784","1","0","1","3","0.16","0.63","0","0",,,"1","170","2024-03-06 13:53:14"
"597fe89a1b41a20001749f57",,"3","51","4","2","5","5","0","1","416","667","0","1","3","4","0.55","0.78","0","0",,,"1","175","2024-03-06 13:53:16"
"597fe89a1b41a20001749f57",,"3","52","15","2","5","5","0","1","517","684","0","1","1","4","0.12","0.88","0","0",,,"1","180","2024-03-06 13:53:19"
"597fe89a1b41a20001749f57",,"3","53","7","2","5","5","0","1","449","667","0","1","3","4","0.55","0.88","0","0",,,"1","185","2024-03-06 13:53:21"
"597fe89a1b41a20001749f57",,"3","54","9","2","5","5","0","1","416","650","0","1","1","4","0.29","0.71","0","0",,,"1","190","2024-03-06 13:53:24"
"597fe89a1b41a20001749f57",,"3","55","9","2","5","5","0","1","465","750","0","1","1","4","0.29","0.71","0","0",,,"1","195","2024-03-06 13:53:26"
"597fe89a1b41a20001749f57",,"3","56","4","2","5","5","0","1","498","699","0","1","3","4","0.55","0.78","0","0",,,"0","195","2024-03-06 13:53:29"
"597fe89a1b41a20001749f57",,"3","57","8","2","5","5","1","0","616","867","1","0","1","2","0.12","0.45","0","0",,,"1","200","2024-03-06 13:53:31"
"597fe89a1b41a20001749f57",,"3","58","10","2","5","5","0","1","449","717","0","1","1","3","0.16","0.63","0","0",,,"1","205","2024-03-06 13:53:34"
"597fe89a1b41a20001749f57",,"3","59","7","2","5","5","0","1","449","650","0","1","3","4","0.55","0.88","0","0",,,"1","210","2024-03-06 13:53:36"
"597fe89a1b41a20001749f57",,"3","60","6","2","5","5","0","1","549","750","0","1","2","3","0.37","0.63","0","0",,,"1","215","2024-03-06 13:53:39"
"597fe89a1b41a20001749f57",,"3","61","3","2","5","5","1","0","551","768","1","0","3","4","0.63","0.78","0","0",,,"1","220","2024-03-06 13:53:41"
"597fe89a1b41a20001749f57",,"3","62","15","2","5","5","1","0","499","700","1","0","1","4","0.12","0.88","0","0",,,"0","220","2024-03-06 13:53:44"
"597fe89a1b41a20001749f57",,"3","63","11","2","5","5","1","0","499","701","1","0","2","4","0.37","0.84","0","0",,,"1","225","2024-03-06 13:53:47"
"597fe89a1b41a20001749f57",,"4","0","9","2","5","5","1","0","516","750","1","0","1","4","0.29","0.71","0","0",,,"1","5","2024-03-06 13:54:01"
"597fe89a1b41a20001749f57",,"4","1","10","2","5","5","0","1","532","700","0","1","1","3","0.16","0.63","0","0",,,"0","5","2024-03-06 13:54:04"
"597fe89a1b41a20001749f57",,"4","2","1","1","5","5","0","0","416","666","0","1","4","4","0.71","0.84","0","0",,,"1","10","2024-03-06 13:54:06"
"597fe89a1b41a20001749f57",,"4","3","14","2","5","5","1","0","449","633","1","0","1","4","0.16","0.84","0","0",,,"1","15","2024-03-06 13:54:09"
"597fe89a1b41a20001749f57",,"4","4","0","1","5","5","0","0","699","882","0","1","1","1","0.16","0.29","0","0",,,"0","15","2024-03-06 13:54:12"
"597fe89a1b41a20001749f57",,"4","5","0","2","5","5","1","0","566","851","1","0","1","1","0.16","0.29","0","0",,,"0","15","2024-03-06 13:54:14"
"597fe89a1b41a20001749f57",,"4","6","9","2","5","5","1","0","549","799","1","0","1","4","0.29","0.71","0","0",,,"1","20","2024-03-06 13:54:17"
"597fe89a1b41a20001749f57",,"4","7","10","2","5","5","0","1","499","669","0","1","1","3","0.16","0.63","0","0",,,"1","25","2024-03-06 13:54:20"
"597fe89a1b41a20001749f57",,"4","8","6","2","5","5","1","0","466","633","1","0","2","3","0.37","0.63","0","0",,,"1","30","2024-03-06 13:54:22"
"597fe89a1b41a20001749f57",,"4","9","8","2","5","5","1","0","582","816","1","0","1","2","0.12","0.45","0","0",,,"0","30","2024-03-06 13:54:25"
"597fe89a1b41a20001749f57",,"4","10","15","2","5","5","1","0","483","800","1","0","1","4","0.12","0.88","0","0",,,"0","30","2024-03-06 13:54:27"
"597fe89a1b41a20001749f57",,"4","11","2","2","5","5","1","0","483","799","1","0","1","2","0.22","0.37","0","0",,,"1","35","2024-03-06 13:54:30"
"597fe89a1b41a20001749f57",,"4","12","13","2","5","5","0","1","499","815","0","1","1","4","0.29","0.88","0","0",,,"1","40","2024-03-06 13:54:33"
"597fe89a1b41a20001749f57",,"4","13","8","2","5","5","1","0","516","900","1","0","1","2","0.12","0.45","0","0",,,"0","40","2024-03-06 13:54:35"
"6519c8ed2ac89f36ddeea7e2",,"2","0","8","2","5","5","1","0","682","1016","1","0","1","2","0.12","0.45","0","0",,,"1","5","2024-03-06 13:54:37"
"597fe89a1b41a20001749f57",,"4","14","5","2","5","5","1","0","632","966","1","0","1","2","0.22","0.45","0","0",,,"0","40","2024-03-06 13:54:38"
"6519c8ed2ac89f36ddeea7e2",,"2","1","12","1","5","5","1","1","16","1099","2","0","1","4","0.12","0.71","0","0",,,"0","5","2024-03-06 13:54:41"
"597fe89a1b41a20001749f57",,"4","15","5","2","5","5","1","0","600","966","1","0","1","2","0.22","0.45","0","0",,,"0","40","2024-03-06 13:54:41"
"597fe89a1b41a20001749f57",,"4","16","3","2","5","5","0","1","582","849","0","1","3","4","0.63","0.78","0","0",,,"1","45","2024-03-06 13:54:44"
"6519c8ed2ac89f36ddeea7e2",,"2","2","11","2","5","5","1","0","732","1199","1","0","2","4","0.37","0.84","0","0",,,"1","10","2024-03-06 13:54:44"
"597fe89a1b41a20001749f57",,"4","17","12","2","5","5","1","0","499","866","1","0","1","4","0.12","0.71","0","0",,,"0","45","2024-03-06 13:54:47"
"6519c8ed2ac89f36ddeea7e2",,"2","3","2","2","5","5","1","0","349","832","1","0","1","2","0.22","0.37","0","0",,,"0","10","2024-03-06 13:54:48"
"597fe89a1b41a20001749f57",,"4","18","13","2","5","5","1","0","499","850","1","0","1","4","0.29","0.88","0","0",,,"1","50","2024-03-06 13:54:50"
"597fe89a1b41a20001749f57",,"4","19","9","2","5","5","1","0","633","982","1","0","1","4","0.29","0.71","0","0",,,"0","50","2024-03-06 13:54:52"
"6519c8ed2ac89f36ddeea7e2",,"2","4","14","1","5","5","1","1","2181","2614","1","0","1","4","0.16","0.84","0","0",,,"0","10","2024-03-06 13:54:52"
"597fe89a1b41a20001749f57",,"4","20","15","2","5","5","1","0","465","800","1","0","1","4","0.12","0.88","0","0",,,"1","55","2024-03-06 13:54:55"
"597fe89a1b41a20001749f57",,"4","21","1","2","5","5","0","1","965","1249","0","1","4","4","0.71","0.84","0","0",,,"1","60","2024-03-06 13:54:58"
"597fe89a1b41a20001749f57",,"4","22","13","2","5","5","0","1","532","732","0","1","1","4","0.29","0.88","0","0",,,"1","65","2024-03-06 13:55:00"
"6519c8ed2ac89f36ddeea7e2",,"2","5","15","0","5","5","0","0","3114","0","1","0","1","4","0.12","0.88","0","0",,,"0","10","2024-03-06 13:55:00"
"597fe89a1b41a20001749f57",,"4","23","2","2","5","5","1","0","666","801","1","0","1","2","0.22","0.37","0","0",,,"0","65","2024-03-06 13:55:03"
"6519c8ed2ac89f36ddeea7e2",,"2","6","8","1","5","5","1","1","1148","1599","1","1","1","2","0.12","0.45","0","0",,,"1","15","2024-03-06 13:55:04"
"597fe89a1b41a20001749f57",,"4","24","3","2","5","5","1","0","549","683","1","0","3","4","0.63","0.78","0","0",,,"1","70","2024-03-06 13:55:06"
"6519c8ed2ac89f36ddeea7e2",,"2","7","14","1","5","5","1","1","699","1049","1","0","1","4","0.16","0.84","0","0",,,"0","15","2024-03-06 13:55:08"
"597fe89a1b41a20001749f57",,"4","25","1","1","5","5","0","0","615","915","0","1","4","4","0.71","0.84","0","0",,,"0","70","2024-03-06 13:55:08"
"597fe89a1b41a20001749f57",,"4","26","9","2","5","5","1","0","466","632","1","0","1","4","0.29","0.71","0","0",,,"0","70","2024-03-06 13:55:11"
"6519c8ed2ac89f36ddeea7e2",,"2","8","6","2","5","5","1","0","16","1116","2","0","2","3","0.37","0.63","0","0",,,"1","20","2024-03-06 13:55:11"
"597fe89a1b41a20001749f57",,"4","27","15","2","5","5","1","0","399","566","1","0","1","4","0.12","0.88","0","0",,,"1","75","2024-03-06 13:55:13"
"6519c8ed2ac89f36ddeea7e2",,"2","9","14","1","5","5","1","1","566","1382","1","0","1","4","0.16","0.84","0","0",,,"0","20","2024-03-06 13:55:15"
"597fe89a1b41a20001749f57",,"4","28","15","2","5","5","1","0","465","617","1","0","1","4","0.12","0.88","0","0",,,"1","80","2024-03-06 13:55:16"
"597fe89a1b41a20001749f57",,"4","29","14","2","5","5","0","1","432","583","0","1","1","4","0.16","0.84","0","0",,,"0","80","2024-03-06 13:55:18"
"6519c8ed2ac89f36ddeea7e2",,"2","10","13","0","5","5","0","1","0","0","0","0","1","4","0.29","0.88","0","0",,,"0","20","2024-03-06 13:55:21"
"597fe89a1b41a20001749f57",,"4","30","11","2","5","5","0","1","516","699","0","1","2","4","0.37","0.84","0","0",,,"0","80","2024-03-06 13:55:21"
"597fe89a1b41a20001749f57",,"4","31","0","2","5","5","0","1","366","516","0","1","1","1","0.16","0.29","0","0",,,"0","80","2024-03-06 13:55:24"
"597fe89a1b41a20001749f57",,"4","32","13","2","5","5","1","0","500","616","1","0","1","4","0.29","0.88","0","0",,,"1","85","2024-03-06 13:55:26"
"597fe89a1b41a20001749f57",,"4","33","12","2","5","5","1","0","466","634","1","0","1","4","0.12","0.71","0","0",,,"1","90","2024-03-06 13:55:29"
"6519c8ed2ac89f36ddeea7e2",,"2","11","9","0","5","5","0","1","0","0","0","0","1","4","0.29","0.71","0","0",,,"0","20","2024-03-06 13:55:29"
"597fe89a1b41a20001749f57",,"4","34","0","1","5","5","0","0","882","1032","0","1","1","1","0.16","0.29","0","0",,,"0","90","2024-03-06 13:55:31"
"597fe89a1b41a20001749f57",,"4","35","7","2","5","5","1","0","849","984","1","0","3","4","0.55","0.88","0","0",,,"1","95","2024-03-06 13:55:34"
"6519c8ed2ac89f36ddeea7e2",,"2","12","7","0","5","5","0","1","2631","0","1","0","3","4","0.55","0.88","0","0",,,"0","20","2024-03-06 13:55:35"
"597fe89a1b41a20001749f57",,"4","36","6","2","5","5","1","0","482","600","1","0","2","3","0.37","0.63","0","0",,,"1","100","2024-03-06 13:55:37"
"597fe89a1b41a20001749f57",,"4","37","4","2","5","5","0","1","566","733","0","1","3","4","0.55","0.78","0","0",,,"0","100","2024-03-06 13:55:39"
"597fe89a1b41a20001749f57",,"4","38","11","2","5","5","1","0","416","567","1","0","2","4","0.37","0.84","0","0",,,"1","105","2024-03-06 13:55:42"
"6519c8ed2ac89f36ddeea7e2",,"2","13","0","0","5","5","0","0","0","0","0","0","1","1","0.16","0.29","0","0",,,"0","20","2024-03-06 13:55:43"
"597fe89a1b41a20001749f57",,"4","39","8","2","5","5","1","0","549","700","1","0","1","2","0.12","0.45","0","0",,,"0","105","2024-03-06 13:55:44"
"6519c8ed2ac89f36ddeea7e2",,"2","14","1","2","5","5","1","0","1314","1731","1","0","4","4","0.71","0.84","0","0",,,"1","25","2024-03-06 13:55:47"
"597fe89a1b41a20001749f57",,"4","40","6","2","5","5","1","0","432","582","1","0","2","3","0.37","0.63","0","0",,,"0","105","2024-03-06 13:55:47"
"597fe89a1b41a20001749f57",,"4","41","4","2","5","5","0","1","549","683","0","1","3","4","0.55","0.78","0","0",,,"1","110","2024-03-06 13:55:50"
"6519c8ed2ac89f36ddeea7e2",,"2","15","4","1","5","5","0","0","1397","2031","0","1","3","4","0.55","0.78","0","0",,,"0","25","2024-03-06 13:55:52"
"597fe89a1b41a20001749f57",,"4","42","5","2","5","5","1","0","566","699","1","0","1","2","0.22","0.45","0","0",,,"0","110","2024-03-06 13:55:52"
"597fe89a1b41a20001749f57",,"4","43","7","2","5","5","1","0","549","683","1","0","3","4","0.55","0.88","0","0",,,"1","115","2024-03-06 13:55:55"
"597fe89a1b41a20001749f57",,"4","44","11","2","5","5","1","0","499","633","1","0","2","4","0.37","0.84","0","0",,,"0","115","2024-03-06 13:55:57"
"6519c8ed2ac89f36ddeea7e2",,"2","16","9","0","5","5","0","1","1399","0","1","0","1","4","0.29","0.71","0","0",,,"0","25","2024-03-06 13:55:57"
"597fe89a1b41a20001749f57",,"4","45","2","1","5","5","1","1","482","615","1","0","1","2","0.22","0.37","0","0",,,"0","115","2024-03-06 13:56:00"
"6519c8ed2ac89f36ddeea7e2",,"2","17","0","2","5","5","0","1","581","1664","0","1","1","1","0.16","0.29","0","0",,,"0","25","2024-03-06 13:56:02"
"597fe89a1b41a20001749f57",,"4","46","6","2","5","5","0","1","466","599","0","1","2","3","0.37","0.63","0","0",,,"1","120","2024-03-06 13:56:02"
"597fe89a1b41a20001749f57",,"4","47","7","2","5","5","0","1","565","716","0","1","3","4","0.55","0.88","0","0",,,"1","125","2024-03-06 13:56:05"
"6519c8ed2ac89f36ddeea7e2",,"2","18","13","1","5","5","1","1","599","1649","1","0","1","4","0.29","0.88","0","0",,,"0","25","2024-03-06 13:56:06"
"597fe89a1b41a20001749f57",,"4","48","10","2","5","5","1","0","599","716","1","0","1","3","0.16","0.63","0","0",,,"1","130","2024-03-06 13:56:07"
"597fe89a1b41a20001749f57",,"4","49","1","2","5","5","1","0","849","967","1","0","4","4","0.71","0.84","0","0",,,"0","130","2024-03-06 13:56:10"
"6519c8ed2ac89f36ddeea7e2",,"2","19","10","2","5","5","0","1","1133","1932","0","1","1","3","0.16","0.63","0","0",,,"1","30","2024-03-06 13:56:10"
"597fe89a1b41a20001749f57",,"4","50","12","2","5","5","1","0","533","633","1","0","1","4","0.12","0.71","0","0",,,"0","130","2024-03-06 13:56:13"
"597fe89a1b41a20001749f57",,"4","51","12","2","5","5","0","1","499","634","0","1","1","4","0.12","0.71","0","0",,,"0","130","2024-03-06 13:56:15"
"6519c8ed2ac89f36ddeea7e2",,"2","20","2","0","5","5","0","0","3230","0","0","1","1","2","0.22","0.37","0","0",,,"0","30","2024-03-06 13:56:16"
"597fe89a1b41a20001749f57",,"4","52","2","2","5","5","1","0","582","665","1","0","1","2","0.22","0.37","0","0",,,"0","130","2024-03-06 13:56:18"
"6519c8ed2ac89f36ddeea7e2",,"2","21","8","2","5","5","1","0","1632","2099","1","0","1","2","0.12","0.45","0","0",,,"1","35","2024-03-06 13:56:20"
"597fe89a1b41a20001749f57",,"4","53","4","2","5","5","1","0","482","616","1","0","3","4","0.55","0.78","0","0",,,"0","130","2024-03-06 13:56:21"
"597fe89a1b41a20001749f57",,"4","54","3","2","5","5","0","1","699","849","0","1","3","4","0.63","0.78","0","0",,,"1","135","2024-03-06 13:56:24"
"6519c8ed2ac89f36ddeea7e2",,"2","22","1","2","5","5","0","1","600","1432","0","1","4","4","0.71","0.84","0","0",,,"1","40","2024-03-06 13:56:24"
"597fe89a1b41a20001749f57",,"4","55","8","2","5","5","1","0","716","882","1","0","1","2","0.12","0.45","0","0",,,"1","140","2024-03-06 13:56:26"
"6519c8ed2ac89f36ddeea7e2",,"2","23","5","2","5","5","1","0","1881","2315","1","0","1","2","0.22","0.45","0","0",,,"1","45","2024-03-06 13:56:28"
"597fe89a1b41a20001749f57",,"4","56","11","2","5","5","1","0","582","716","1","0","2","4","0.37","0.84","0","0",,,"1","145","2024-03-06 13:56:29"
"597fe89a1b41a20001749f57",,"4","57","3","2","5","5","1","0","533","649","1","0","3","4","0.63","0.78","0","0",,,"0","145","2024-03-06 13:56:31"
"6519c8ed2ac89f36ddeea7e2",,"2","24","1","1","5","5","0","0","666","1299","0","1","4","4","0.71","0.84","0","0",,,"1","50","2024-03-06 13:56:32"
"597fe89a1b41a20001749f57",,"4","58","5","2","5","5","0","1","648","784","0","1","1","2","0.22","0.45","0","0",,,"1","150","2024-03-06 13:56:34"
"597fe89a1b41a20001749f57",,"4","59","7","2","5","5","1","0","566","800","1","0","3","4","0.55","0.88","0","0",,,"1","155","2024-03-06 13:56:37"
"597fe89a1b41a20001749f57",,"4","60","4","2","5","5","1","0","616","716","1","0","3","4","0.55","0.78","0","0",,,"0","155","2024-03-06 13:56:39"
"6519c8ed2ac89f36ddeea7e2",,"2","25","2","0","5","5","0","1","2648","0","0","1","1","2","0.22","0.37","0","0",,,"0","50","2024-03-06 13:56:40"
